1.00000000  0.00000000
0.98429276  0.00384961
0.96858939  0.00810147
0.95289378  0.01267961
0.93720978  0.01751405
0.92154126  0.02254068
0.90589212  0.02770107
0.89026618  0.03294228
0.87466732  0.03821662
0.85909938  0.04348143
0.84356619  0.04869885
0.82807161  0.05383556
0.81261945  0.05886249
0.79721351  0.06375461
0.78185762  0.06849063
0.76655554  0.07305269
0.75131105  0.07742620
0.73612792  0.08159945
0.72100990  0.08556341
0.70596071  0.08931150
0.69098408  0.09283929
0.67608368  0.09614428
0.66126320  0.09922565
0.64652631  0.10208411
0.63187662  0.10472160
0.61731775  0.10714115
0.60285331  0.10934669
0.58848685  0.11134287
0.57422194  0.11313490
0.56006207  0.11472845
0.54601074  0.11612947
0.53207144  0.11734411
0.51824758  0.11837861
0.50454258  0.11923921
0.49095983  0.11993209
0.47750269  0.12046329
0.46417446  0.12083869
0.45097842  0.12106393
0.43791785  0.12114444
0.42499598  0.12108535
0.41221597  0.12089155
0.39958097  0.12056766
0.38709414  0.12011804
0.37475852  0.11954678
0.36257717  0.11885773
0.35055309  0.11805460
0.33868925  0.11714082
0.32698859  0.11611975
0.31545397  0.11499457
0.30408826  0.11376840
0.29289426  0.11244429
0.28187472  0.11102524
0.27103236  0.10951429
0.26036988  0.10791450
0.24988987  0.10622895
0.23959494  0.10446083
0.22948765  0.10261344
0.21957045  0.10069017
0.20984582  0.09869456
0.20031614  0.09663027
0.19098378  0.09450112
0.18185103  0.09231108
0.17292015  0.09006425
0.16419333  0.08776487
0.15567273  0.08541729
0.14736047  0.08302600
0.13925857  0.08059555
0.13136906  0.07813058
0.12369386  0.07563578
0.11623489  0.07311583
0.10899397  0.07057545
0.10197288  0.06801927
0.09517338  0.06545187
0.08859713  0.06287775
0.08224575  0.06030123
0.07612082  0.05772650
0.07022384  0.05515752
0.06455627  0.05259804
0.05911951  0.05005154
0.05391490  0.04752123
0.04894371  0.04500998
0.04420720  0.04252035
0.03970650  0.04005454
0.03544275  0.03761436
0.03141699  0.03520130
0.02763021  0.03281637
0.02408336  0.03046026
0.02077729  0.02813324
0.01771284  0.02583517
0.01489074  0.02356557
0.01231172  0.02132354
0.00997639  0.01910783
0.00788534  0.01691688
0.00603907  0.01474880
0.00443806  0.01260138
0.00308269  0.01047220
0.00197328  0.00835856
0.00111014  0.00625761
0.00049344  0.00416632
0.00012337  0.00208152
0.00000000  0.00000000
0.00012337  -0.00100025
0.00049344  -0.00199926
0.00111014  -0.00299575
0.00197328  -0.00398848
0.00308269  -0.00497619
0.00443806  -0.00595759
0.00603907  -0.00693141
0.00788534  -0.00789634
0.00997639  -0.00885109
0.01231172  -0.00979436
0.01489074  -0.01072482
0.01771284  -0.01164117
0.02077729  -0.01254210
0.02408336  -0.01342629
0.02763021  -0.01429247
0.03141699  -0.01513938
0.03544275  -0.01596580
0.03970650  -0.01677054
0.04420720  -0.01755246
0.04894371  -0.01831050
0.05391490  -0.01904369
0.05911951  -0.01975111
0.06455627  -0.02043196
0.07022384  -0.02108556
0.07612082  -0.02171135
0.08224575  -0.02230889
0.08859713  -0.02287792
0.09517338  -0.02341828
0.10197288  -0.02393001
0.10899397  -0.02441331
0.11623489  -0.02486853
0.12369386  -0.02529622
0.13136906  -0.02569708
0.13925857  -0.02607198
0.14736047  -0.02642196
0.15567273  -0.02674820
0.16419333  -0.02705203
0.17292015  -0.02733488
0.18185103  -0.02759833
0.19098378  -0.02784399
0.20031614  -0.02807357
0.20984582  -0.02828881
0.21957045  -0.02849143
0.22948765  -0.02868312
0.23959494  -0.02886554
0.24988987  -0.02904023
0.26036988  -0.02920856
0.27103236  -0.02937175
0.28187472  -0.02953081
0.29289426  -0.02968646
0.30408826  -0.02983913
0.31545397  -0.02998892
0.32698859  -0.03013552
0.33868925  -0.03027828
0.35055309  -0.03041603
0.36257717  -0.03054718
0.37475852  -0.03066963
0.38709414  -0.03078076
0.39958097  -0.03087745
0.41221597  -0.03095606
0.42499598  -0.03101243
0.43791785  -0.03104190
0.45097842  -0.03103931
0.46417446  -0.03099907
0.47750269  -0.03091522
0.49095983  -0.03078142
0.50454258  -0.03059107
0.51824758  -0.03033737
0.53207144  -0.03001345
0.54601074  -0.02961245
0.56006207  -0.02912764
0.57422194  -0.02855257
0.58848685  -0.02788121
0.60285331  -0.02710815
0.61731775  -0.02622875
0.63187662  -0.02523932
0.64652631  -0.02413738
0.66126320  -0.02292182
0.67608368  -0.02159319
0.69098408  -0.02015388
0.70596071  -0.01860845
0.72100990  -0.01696383
0.73612792  -0.01522962
0.75131105  -0.01341837
0.76655554  -0.01154586
0.78185762  -0.00963136
0.79721351  -0.00769798
0.81261945  -0.00577290
0.82807161  -0.00388769
0.84356619  -0.00207858
0.85909938  -0.00038675
0.87466732  0.00114143
0.89026618  0.00245410
0.90589212  0.00349371
0.92154126  0.00419674
0.93720978  0.00449355
0.95289378  0.00430814
0.96858939  0.00355798
0.98429276  0.00215392
1.00000000  0.00000000
